PRODUCT_ID,CLAIM_ID
12255,40
12256,186
12257,187
12258,185
12258,222
12258,224
12259,8
12259,187
12259,222
12260,40
12270,40
12308,222
12313,151
12313,186
12318,40
12319,186
12341,185
12342,187
12343,185
12343,222
12344,40
12345,185
12345,186
12348,186
12352,185
12355,40
12356,224
12358,222
12359,151
12359,185
12360,151
12360,222
12361,185
12361,222
12378,8
12386,8
12387,8
12388,8
12401,58
12402,40
12403,40
12429,40
12435,40
12446,8
12453,8
12455,433
12461,8
12462,8
12463,8
12463,432
12466,158
12472,186
12478,8
12482,224
12495,432
12496,151
12500,81
12502,40
12504,8
12505,432
12506,81
12511,40
12512,8
12512,40
12513,40
12513,151
12514,432
12514,433
12518,151
12518,227
12519,32
12519,40
12523,438
12524,438
12525,81
12526,81
12527,40
12527,227
12528,8
12528,40
12528,151
12529,151
12531,224
12531,438
12533,438
12534,158
12534,187
12535,81
12538,40
12543,81
12543,151
12544,8
12544,40
12544,227
12544,432
12546,438
12547,40
12549,81
12551,81
12553,8
12554,32
12555,40
12555,438
12556,40
12556,81
12563,32
12566,81
12566,433
12567,81
12577,187
12578,16
12582,81
12582,186
12584,81
12585,81
12585,224
12587,8
12588,8
12588,186
12592,193
12593,187
12593,224
12594,8
12594,193
12594,432
12596,75
12596,432
12604,8
12604,120
12604,186
12605,432
12607,186
12608,224
12609,187
12612,8
12612,432
12613,40
12614,186
12615,120
12617,224
12618,224
12628,8
12629,8
12632,186
12632,224
12633,224
12634,187
12635,187
12640,75
12643,227
12646,8
12647,8
12653,39
12653,40
12655,8
12656,186
12660,222
12661,222
12662,8
12663,8
12664,8
12667,185
12669,222
12677,8
12677,185
12679,186
12684,222
12685,8
12686,222
12689,8
12690,186
12690,187
12692,185
12693,185
12696,8
12797,8
12797,186
12798,40
12799,81
12803,185
12803,220
12803,432
12806,32
12807,438
12809,438
12811,32
12811,220
12814,432
12817,81
12817,224
12817,438
12821,40
12825,81
12828,40
12828,432
12829,32
12830,8
12837,32
12837,40
12837,220
12837,222
12840,186
12840,224
12840,432
12843,81
12843,224
12844,185
12844,222
12845,8
12845,222
12845,432
12846,8
12847,8
12849,81
12849,187
12852,81
12853,8
12854,8
12854,220
12854,432
12855,8
12855,32
12857,81
12857,187
12858,187
12859,187
12860,187
12861,185
12861,222
12862,220
12862,222
12862,432
12863,186
12863,220
12865,186
12866,81
12866,187
19681,8
19682,8
19683,8
19683,385
19687,100
19688,8
19690,8
19713,8
19748,8
19752,15
19758,120
19796,81
19805,8
19806,32
19807,40
19808,40
19814,8
19815,8
19816,8
19826,40
19832,40
19838,8
19841,8
19848,40
19890,40
19906,227
19911,158
19912,158
19914,432
19922,8
19923,8
19924,432
19931,8
19935,187
19939,8
19941,8
19944,81
19948,432
19949,432
19950,32
19950,432
19952,187
19952,224
19955,8
19955,187
19958,151
19967,40
19970,187
19972,8
19981,227
19982,8
19983,8
19984,186
19987,15
19987,224
19989,8
19989,40
19990,432
19997,81
20000,40
20005,8
20006,15
20006,40
20007,8
20008,8
20011,15
20018,432
20024,8
20030,15
20031,8
20031,15
20033,32
20034,40
20036,81
20036,224
20045,15
20045,224
20046,187
20047,222
20052,186
20052,187
20052,224
20053,187
20054,187
20057,40
20057,432
20058,8
20058,432
20059,8
20060,186
20061,186
20063,15
20066,8
20068,186
20069,186
20071,187
20071,224
20073,8
20076,8
20077,186
20080,187
20080,224
20082,8
20083,32
20089,8
20090,8
20094,186
20097,8
20098,158
20108,58
20142,40
20149,40
20150,432
20175,8
20176,8
20178,81
20183,40
20183,58
20183,151
20184,8
20233,58
20237,438
20241,432
20245,227
20273,58
20274,58
20283,58
20324,40
20326,40
20631,185
20651,185
20653,32
20653,432
20658,40
20658,222
20658,432
20659,185
20659,432
20660,186
20661,186
20678,32
20681,187
20682,224
20692,8
20694,32
20701,8
20701,32
20702,8
20709,8
20717,185
20718,8
20724,8
20725,40
20726,8
20734,32
20734,40
20735,75
20741,8
20742,8
20743,185
20745,32
20745,40
20745,186
20746,186
20746,187
20746,224
20747,187
20748,187
20748,224
20750,40
20751,8
20753,32
20760,186
20768,185
20768,186
20769,186
20777,32
20783,32
20783,40
20793,40
20794,32
20794,40
20800,40
20802,40
20810,32
20811,32
20811,40
20814,227
20816,8
20816,227
20817,8
23367,8
23367,32
23368,8
23373,81
23375,40
23376,32
23383,186
23385,186
23391,32
23393,32
23399,40
23400,40
23400,432
23401,40
23402,32
23402,432
23407,32
23407,40
23408,151
23409,32
23409,40
23411,81
23415,8
23416,32
23417,8
23418,432
23423,8
23424,432
23433,40
23433,432
23434,32
23434,40
23435,432
23435,438
23441,32
23441,40
23442,32
23442,40
23443,40
23451,8
23467,8
23467,186
23468,8
23476,151
23482,32
23483,432
23488,187
23490,185
23490,222
23491,8
23491,32
23491,432
23510,40
23525,151
23543,8
23577,40
23582,58
23583,8
23583,32
23583,40
23584,8
23590,8
23591,8
23592,8
23599,32
23601,40
23602,8
23602,432
23605,152
23607,39
23607,158
23608,40
23609,32
23609,40
23610,8
23610,152
23610,207
23613,73
23614,158
23618,40
23619,8
23622,39
23622,158
23624,8
23624,15
23625,8
23625,32
23626,8
23632,224
23634,40
23635,432
23636,40
23637,73
23639,158
23640,8
23640,15
23650,8
23651,8
23652,40
23657,8
23658,40
23660,32
23660,40
23661,40
23666,8
23672,73
23672,163
23673,163
23674,187
23676,8
23676,58
23677,8
23680,75
23681,58
23683,32
23684,32
23684,185
23684,186
23686,228
23691,32
23700,40
23701,8
23702,40
23702,186
23704,224
23705,224
23707,151
23707,185
23709,8
23716,40
23717,40
23722,187
23726,8
23726,432
23727,40
23727,186
23727,438
23728,40
23729,224
23733,32
23734,8
23734,32
23734,40
23734,186
23735,8
23735,40
23735,432
23736,8
23738,438
23739,187
23739,224
23743,40
23744,8
23744,32
23744,438
23745,224
23746,186
23748,187
23749,187
23750,8
23751,32
23751,40
23756,187
23757,187
23757,224
23758,220
23759,40
23760,40
23765,15
30,8
31,8
32,8
66,438
83,432
85,433
101,224
111,187
111,224
112,224
113,187
121,58
123,58
129,185
129,187
129,224
130,185
131,432
132,40
132,185
132,193
132,222
133,186
133,432
134,32
134,186
134,220
135,81
135,187
136,120
136,187
136,224
137,193
138,81
138,185
139,40
139,432
140,32
140,186
140,193
140,220
140,437
141,32
141,40
141,432
142,40
142,432
142,438
143,224
144,187
145,185
145,187
146,222
146,224
148,32
148,40
148,185
148,193
148,220
148,432
150,40
150,186
151,432
152,81
152,186
153,187
160,81
166,32
166,437
167,32
169,81
172,32
173,8
180,8
188,145
189,145
190,145
200,8
209,8
225,8
225,432
230,8
231,8
232,432
233,8
233,151
234,8
239,8
239,158
241,8
245,158
247,8
248,8
248,151
256,8
256,151
257,8
258,151
264,8
272,8
282,8
284,8
289,8
289,158
290,8
292,151
300,8
300,151
306,8
308,151
311,158
312,158
314,158
322,8
323,8
325,8
333,8
457,58
468,8
491,432
492,40
493,40
502,432
513,158
515,16
515,432
516,8
521,158
523,8
525,8
525,16
525,432
527,432
531,8
532,8
532,16
532,432
534,8
535,432
535,438
538,158
540,16
540,432
541,8
542,432
543,438
549,39
550,16
551,8
551,438
552,438
553,158
554,438
556,8
557,8
560,16
560,432
564,158
566,8
567,432
568,16
570,438
785,8
792,32
795,120
797,187
798,187
799,8
800,8
800,186
800,432
803,81
804,158
810,8
810,40
815,8
819,8
839,187
840,187
841,432
842,40
844,186
845,187
846,187
847,224
847,433
850,8
851,8
851,432
852,432
853,186
853,224
854,186
854,187
854,224
855,224
856,227
857,39
857,227
860,8
860,40
860,432
862,187
862,224
867,32
868,32
870,224
874,8
874,187
875,8
876,186
876,432
877,8
877,186
878,433
880,227
880,433
883,8
884,32
885,8
885,287
891,40
892,8
892,40
895,187
895,432
895,433
897,224
898,224
901,186
903,186
905,187
905,224
907,151
908,151
910,8
910,186
910,432
916,8
917,8
918,8
923,187
926,8
927,8
927,432
928,432
934,8
942,8
944,186
946,186
946,224
946,430
947,224
948,187
949,185
949,220
949,222
949,227
950,432
951,8
951,186
952,8
952,186
958,8
966,158
984,58
1041,8
1042,8
1044,8
1053,432
1059,40
1060,8
6740,8
6742,8
6745,287
6749,40
6750,8
6752,432
6753,287
6755,73
6755,227
6757,8
6760,8
6760,438
6767,8
6774,8
6776,58
6784,75
6786,75
6787,75
6790,8
6791,8
6791,227
6792,8
6793,8
6794,287
6799,8
6808,8
6809,8
6825,8
6827,8
6833,8
6841,8
6877,8
6883,8
6885,8
6891,40
6893,8
6899,40
6903,40
6908,32
6909,40
6910,8
6915,8
6916,8
6916,40
6917,40
6924,8
6925,8
6929,187
6934,32
6934,151
6936,287
6941,8
6950,8
6952,40
6952,151
6953,32
6958,8
6958,151
6967,8
6974,8
6974,32
6975,32
6976,8
6976,432
6977,8
6977,32
6983,8
6984,8
23765,185
23765,222
23767,40
23768,40
1071,8
1072,40
1074,192
1080,8
1080,432
1081,40
1089,40
1090,8
1097,8
1106,8
1108,40
1108,432
1115,438
1120,58
1121,40
1123,40
1131,120
1139,40
1139,58
1146,432
1147,432
1148,432
1169,142
1173,58
1212,8
1213,8
1214,432
1237,8
1238,8
1241,8
1246,40
1249,8
1249,40
1250,40
1254,8
1257,8
1257,40
1264,40
1265,8
1265,40
1289,58
1290,151
1299,8
1299,40
1304,8
1305,40
1306,40
1313,40
1318,39
1320,39
1322,39
1322,40
1323,8
1323,40
1324,40
1327,39
1330,39
1331,40
1331,432
1335,39
1337,39
1338,151
1341,8
1341,432
1342,432
1345,39
1346,8
1347,40
1347,432
1348,8
1349,8
1349,40
1352,39
1355,151
1356,8
1356,432
1357,8
1359,438
1360,438
1407,8
1408,8
1429,158
1430,158
1431,8
1441,8
1443,73
1443,81
1445,73
1446,8
1465,40
1466,40
1474,8
1474,40
1478,73
1479,73
1480,8
1480,40
1481,8
1481,32
1482,32
1483,8
1484,40
1489,40
1490,40
1492,40
1496,58
1497,58
1498,40
1498,58
1499,58
1505,8
1514,8
1528,438
1530,187
1531,8
1531,432
1534,186
1534,432
1535,224
1537,224
1539,8
1541,8
1549,8
1550,8
1554,58
1561,120
1565,125
1566,120
1568,125
1570,15
1572,8
1572,15
1572,32
1573,32
1581,8
1588,8
1589,8
1589,16
1590,432
1597,8
1600,8
1607,8
1615,16
1617,8
1622,8
1624,16
1656,8
1656,32
1658,125
1667,32
1671,158
1694,187
1694,224
1695,187
1696,187
1736,187
1739,32
1739,185
1741,186
1741,432
1743,186
1745,187
1746,187
1747,8
1750,32
1752,186
1753,224
1753,227
1754,187
1754,224
1755,187
1756,8
1757,32
1758,186
1760,186
1761,187
1762,187
1763,224
1764,187
1765,432
1766,32
1768,32
1768,224
1768,432
1769,187
1781,8
1781,32
1782,32
1783,186
1784,32
1787,187
1788,187
1788,224
1789,187
1790,8
1799,8
1801,186
1803,187
1804,224
1806,32
1806,432
1821,187
1821,227
1822,187
1823,32
1823,222
1824,185
1824,186
1824,220
1825,8
1825,228
1829,185
1829,222
1833,32
1833,220
1833,432
1836,186
1836,187
1837,224
1839,187
1840,32
1841,8
1841,186
1842,8
1842,32
1842,432
1843,432
1844,224
1847,8
1848,432
1849,58
1850,32
1853,224
1855,58
1857,8
1857,432
1858,8
1858,58
1859,8
1859,32
1859,432
1860,432
1864,58
1864,224
1865,8
1865,32
1865,58
1865,227
1865,432
1866,8
1866,58
1867,32
1867,432
1868,32
1868,186
1870,187
1870,227
1872,8
1872,58
1872,187
1872,227
1873,58
1874,8
1874,58
1877,186
1878,224
1878,227
1881,8
1881,58
1882,8
1884,8
1884,438
1885,186
1888,187
1888,224
1889,58
1890,32
1890,432
1891,32
1891,58
1891,432
1892,8
1892,186
1893,32
1893,186
1893,432
1894,187
1898,58
1899,8
1899,58
1900,8
1900,32
1903,75
1906,32
1907,8
1908,58
1908,186
1910,32
1914,158
1915,8
1917,432
1920,438
1928,120
1929,438
1965,40
1982,40
1990,40
1991,40
8770,8
8951,151
8959,58
9029,432
9030,186
9034,185
9043,437
9044,432
9051,227
9052,432
9054,438
9098,438
9101,432
9113,432
9113,433
9113,438
9114,438
9115,438
9131,227
9131,433
9143,432
9188,432
9189,438
9205,438
9206,186
9207,438
9214,186
9218,432
6991,32
6992,32
6993,32
6998,81
7000,8
7005,227
7007,8
7007,227
7008,8
7011,32
7016,32
7018,8
7019,8
7019,32
7024,81
7027,8
7032,8
7034,8
7036,8
7043,8
7050,8
7051,8
7052,8
7067,8
7067,32
7069,8
7072,81
7074,8
7088,430
7214,438
7327,432
7328,430
7411,438
7518,40
7521,40
7760,40
7770,40
7770,58
7772,40
12067,75
12073,40
12073,185
12074,40
12088,8
12089,8
12097,40
12102,438
12103,185
12103,187
12103,224
12107,8
12117,186
12117,432
12118,187
12119,187
12127,187
12133,8
12134,40
12138,8
12140,8
12148,8
12154,185
12158,8
12164,8
12219,224
12220,187
12220,222
12231,8
12231,40
12232,8
12232,40
12235,186
12235,187
12237,222
12237,224
12239,40
12239,220
12247,58
12247,220
12247,222
12248,8
12248,185
12248,220
12248,432
12250,8
12254,185
12255,185
12256,185
12256,432
12257,8
12257,185
12257,432
12258,8
12259,40
12259,220
12259,432
12260,186
12260,224
12263,8
12265,8
12270,185
12283,432
12300,151
12301,186
12304,222
12308,186
12312,222
12319,187
12338,222
12339,222
12346,185
12348,151
12348,222
12349,151
12354,185
12354,222
12357,185
12357,220
12360,186
12362,185
12362,222
12363,222
12364,40
12365,8
12365,151
12366,40
12366,220
12381,8
12383,8
12390,8
12399,40
12400,40
12405,58
12406,40
12408,40
12416,40
12425,8
12429,158
12443,40
12447,58
12449,58
12459,8
12464,151
12465,437
12466,8
12469,152
12472,185
12473,8
12481,8
12482,186
12489,8
12490,8
12492,8
12493,40
12495,433
12497,8
12498,40
12501,8
12504,81
12504,227
12504,433
12505,227
12506,8
12506,151
12507,32
12507,40
12508,40
12512,227
12512,438
12514,81
12515,8
12515,40
12515,151
12515,227
12515,432
12516,40
12517,40
12518,433
12518,438
12519,81
12523,40
12524,40
12525,8
12525,40
12526,8
12526,40
12529,81
12529,227
12530,81
12533,8
12533,32
12534,32
12535,40
12542,40
12547,81
12550,151
12552,81
12552,433
12553,81
12553,227
12555,81
12556,8
12556,32
12558,8
12560,32
12566,32
12574,32
12576,32
12578,75
12579,187
12582,32
12584,186
12587,81
12591,8
12592,120
12593,40
12593,432
12594,187
12599,8
12600,432
12601,432
12604,187
12605,187
12605,224
12608,186
12608,432
12609,120
12609,432
12610,120
12611,186
12611,187
12614,187
12615,8
12616,186
12616,432
12618,8
12619,186
12619,187
12619,224
12624,32
12625,186
12625,432
12628,186
12631,187
12632,432
12633,186
12634,32
12634,432
12635,186
12640,8
12642,432
12643,432
12645,75
12650,75
12650,432
12655,39
12656,224
12659,186
12663,185
12664,185
12671,185
12674,8
12683,186
12685,120
12686,120
12686,186
12690,185
12698,8
12790,151
12797,187
12797,224
12806,81
12809,432
12811,81
12817,185
12817,220
12820,224
12821,438
12824,32
12829,438
12830,185
12837,187
12837,224
12839,81
12841,32
12841,220
12842,8
12842,222
12843,8
12843,186
12843,220
12844,432
12845,224
12846,81
12846,224
12847,81
12847,187
12848,8
12848,81
12848,187
12848,224
12850,220
12851,186
12852,220
12853,81
12854,81
12856,187
12856,224
12857,432
12858,185
12858,186
12858,220
12859,8
12859,220
12859,432
12860,432
12861,186
12861,432
12862,186
12863,224
12863,438
12864,81
12865,185
12866,432
12867,8
19684,8
19686,8
19693,8
19696,125
19711,8
19711,40
19712,8
19712,40
19715,158
19733,227
19736,8
19740,81
19740,430
19745,8
19748,438
9219,186
9235,432
9236,432
9240,438
9243,185
9243,432
9244,432
9252,432
9265,438
9291,227
9292,227
9294,432
9300,185
9301,227
9302,227
9302,432
9305,432
9308,185
9309,222
9311,186
9311,222
9311,432
9314,186
9317,185
9327,185
9327,222
9333,222
9345,186
9345,432
9346,432
9347,186
9348,186
9348,438
9349,438
9350,222
9359,185
9360,185
9360,432
9361,185
9361,186
9362,186
9364,186
9377,437
9380,432
9380,433
9383,222
9386,432
9389,432
9394,432
9397,433
9402,432
9403,432
9420,222
9420,432
9421,432
9423,186
9427,437
9429,438
9430,438
9432,438
9433,433
9440,438
9444,227
9452,432
9458,222
9470,185
9470,222
9471,8
9473,186
9476,185
9478,186
9486,432
9523,438
9526,227
9567,185
9581,432
9588,432
9591,430
9599,430
9604,432
9611,432
9626,185
9630,432
9639,433
9645,8
9647,8
9647,186
9652,227
9655,186
9655,432
9672,432
9682,430
9689,432
9703,185
9703,222
9727,58
9731,40
9750,73
9753,8
9763,186
9773,40
9779,58
9781,8
9787,40
9789,40
9795,40
9804,32
9806,40
9814,32
9820,40
9822,40
9830,32
9831,40
9837,40
9838,32
15424,187
15426,8
15427,8
15428,8
15432,39
15436,8
15436,40
15437,40
15437,186
15439,186
15439,224
15449,120
15453,32
15459,58
15468,8
15471,432
15481,438
15487,432
15496,438
15497,438
15502,32
15506,186
15513,430
15522,432
15527,185
15527,432
15529,432
15530,186
15530,432
15533,438
15555,432
15560,222
15561,185
15561,222
15587,432
15589,186
15589,220
15589,432
15599,81
15605,40
15605,432
15606,432
15616,430
15629,8
15630,8
15635,185
15635,222
15661,432
15663,40
15664,40
15681,432
15710,222
15728,432
15744,8
15745,185
15745,432
15747,32
15780,430
15781,430
15803,432
15805,432
15814,32
15817,227
15819,227
15848,432
15856,186
15856,432
15857,186
15858,227
15877,222
15878,185
15878,222
15879,186
15895,432
15910,185
15913,432
15914,430
15915,430
15920,58
15921,58
15928,58
15933,438
15934,81
15935,81
15939,438
15950,438
15959,227
15963,32
15973,8
15979,58
15989,40
15989,432
15998,432
16006,432
16014,40
16022,40
16028,8
16030,8
16032,432
16038,8
16040,432
16065,432
16071,8
16072,8
16078,8
16079,8
16079,222
16081,432
16087,222
16088,185
16089,186
16104,227
16121,432
16123,432
16147,186
16155,32
16162,8
16163,8
16164,432
16166,432
16172,432
16173,432
16174,432
16196,432
16197,8
16198,40
16198,430
16199,430
16199,432
16203,437
16212,8
16212,32
16213,432
16214,185
16219,185
16219,222
16224,32
16230,40
16231,40
16232,40
16238,32
16238,185
16238,222
16239,432
16246,432
16254,40
16254,432
16256,432
16263,8
16271,8
16274,432
16299,40
16304,8
16313,8
16321,40
16325,438
16340,186
16340,432
16341,432
16342,186
16346,222
16346,432
16347,432
16366,432
16366,438
16381,8
16383,40
16389,432
16393,438
16397,432
16398,432
16398,437
16404,8
16405,8
16406,32
16413,40
16423,32
16423,40
20834,8
20834,32
20835,8
20836,8
20844,8
20845,32
20850,40
20853,32
20853,40
20861,32
20866,8
20867,8
20867,32
20875,8
20876,32
20883,8
20884,8
20885,8
20886,8
20891,8
20893,8
20894,8
20895,40
20903,432
20925,185
20927,32
20940,58
20943,58
20943,432
20967,58
20968,8
20969,8
21031,438
21127,8
21127,432
21128,432
21134,8
21142,8
21143,8
21143,151
21144,432
21145,432
21150,8
21153,8
21167,8
21168,8
21169,40
19787,8
19801,32
19804,40
19835,432
19836,8
19843,8
19845,8
19846,8
19896,8
19903,40
19906,433
19907,73
19910,8
19913,8
19920,40
19924,171
19935,432
19937,8
19939,186
19939,187
19939,224
19942,73
19945,8
19949,187
19950,187
19950,224
19951,8
19952,8
19952,432
19953,8
19953,186
19954,8
19955,32
19955,186
19958,81
19967,81
19968,8
19970,8
19970,32
19970,186
19972,40
19976,8
19979,40
19984,15
19984,187
19987,186
19989,186
19989,187
19989,432
19996,40
19997,32
20004,432
20008,15
20009,15
20013,432
20015,15
20016,15
20018,15
20019,8
20030,8
20038,8
20043,8
20044,8
20045,40
20046,32
20046,40
20046,186
20047,186
20053,32
20053,186
20054,8
20054,32
20054,186
20057,224
20059,224
20061,32
20061,40
20061,432
20062,8
20063,8
20063,32
20063,40
20063,432
20064,40
20068,8
20069,8
20069,32
20069,432
20070,40
20070,186
20071,432
20072,40
20077,8
20080,8
20080,432
20083,187
20085,8
20086,8
20087,8
20093,8
20093,15
20094,8
20095,8
20109,58
20111,58
20139,40
20144,40
20145,58
20148,186
20148,187
20148,224
20180,438
20185,8
20279,8
20321,8
20322,8
20322,40
20631,186
20653,222
20657,432
20660,222
20661,222
20662,432
20672,185
20673,40
20679,32
20681,186
20682,40
20705,32
20706,8
20706,32
20713,8
20714,8
20720,8
20721,8
20722,8
20737,8
20738,8
20739,8
20740,8
20747,186
20748,32
20754,8
20755,32
20756,8
20763,8
20769,185
20769,222
20770,185
20781,32
20781,186
20791,40
20796,40
20797,32
20798,8
20799,32
20805,40
20821,32
20822,8
20822,432
20823,32
23371,8
23373,40
23376,81
23378,40
23383,187
23384,227
23385,187
23385,224
23386,32
23387,32
23389,40
23389,438
23391,227
23393,227
23395,40
23396,40
23403,8
23405,32
23407,81
23407,186
23407,187
23412,8
23412,32
23413,32
23414,32
23419,8
23420,8
23421,432
23422,8
23430,8
23431,40
23432,187
23436,432
23438,432
23440,40
23440,430
23441,430
23445,8
23446,8
23446,40
23447,8
23447,40
23450,75
23462,8
23463,8
23467,224
23470,8
23470,39
23471,32
23472,32
23473,432
23477,227
23478,432
23479,432
23481,432
23486,8
23487,432
23488,8
23488,185
23489,40
23489,432
23489,438
23490,40
23490,430
23490,432
23491,224
23513,40
23514,40
23543,158
23544,8
23573,8
23573,40
23578,8
23578,40
23581,8
23582,40
23589,8
23598,8
23604,32
23605,40
23605,151
23605,207
23607,224
23607,228
23609,39
23611,39
23611,185
23611,222
23613,40
23614,8
23614,40
23614,151
23614,152
23615,40
23621,40
23621,186
23624,187
23624,224
23625,15
23627,73
23628,15
23629,32
23631,32
23632,73
23632,186
23635,15
23636,73
23637,8
23637,432
23638,8
23645,8
23645,40
23646,8
23655,40
23658,15
23664,8
23664,40
23669,58
23670,8
23670,58
23671,32
23672,186
23673,32
23674,73
23675,186
23675,187
23675,224
23677,58
23678,8
23678,58
23680,40
23681,8
23683,158
23684,81
23686,158
23687,158
23688,8
23696,8
23696,40
23697,40
23700,224
23702,187
23704,8
23704,40
23704,185
23706,8
23706,40
23707,40
23707,186
23707,220
23707,432
23714,8
23714,40
23720,8
23721,432
23722,40
23723,8
23724,224
23724,438
23726,187
23726,224
23728,224
23729,32
23729,432
23730,8
23730,40
23732,432
23733,187
23733,224
23734,187
23738,8
23738,32
23739,186
23741,438
23742,224
23743,438
23745,8
23745,187
23747,8
21170,430
21173,142
21174,142
21175,8
21177,8
21178,8
21178,432
21179,8
21179,432
21184,432
21191,39
21195,8
21227,40
21234,8
21236,40
21257,158
21261,8
21264,158
21265,158
21266,73
21267,73
21268,32
21270,8
21309,81
21310,8
21312,8
21315,81
21316,81
21318,8
21320,186
21322,224
21323,224
21324,187
21326,151
21326,220
21328,8
21331,81
21334,224
21335,8
21341,187
21343,40
21345,186
21346,8
21346,186
21349,224
21354,40
21354,430
21355,40
21355,224
21356,430
21372,186
21372,224
21373,438
21375,187
21376,187
21378,186
21381,81
21381,186
21381,187
21383,81
21390,81
21395,8
21400,187
21402,8
21404,432
21409,224
21412,8
21413,8
21423,187
21424,224
21440,75
21461,8
21471,186
21472,224
21473,186
21473,224
21479,186
21479,432
21482,187
21488,186
21489,187
21489,224
21490,187
21490,224
21503,8
21505,75
21512,151
21521,8
21526,8
21535,8
21537,75
21544,8
21547,75
21549,75
21555,75
21565,75
21577,8
21578,8
21579,8
21588,40
21594,8
21597,40
21602,8
21605,32
21605,120
21623,120
21627,32
21637,32
21637,40
21638,120
21638,432
21639,32
21639,40
21644,8
21645,40
21648,186
21648,187
21649,120
21649,224
21654,186
21660,8
21677,58
21680,120
21681,186
24955,58
24986,32
24988,58
25080,432
25123,8
25322,432
25323,432
25337,32
25338,8
25339,8
25458,433
25460,81
25462,81
25463,40
25465,40
25468,81
25495,81
25496,8
25499,8
25530,8
25543,438
25546,8
25546,432
25548,8
25548,432
25550,40
25565,40
25566,32
25566,40
25572,32
25574,32
25575,40
25578,163
25580,32
25583,32
25584,163
25588,158
25590,40
25591,32
25591,432
25596,32
25600,432
25608,432
25623,8
25630,32
25630,432
25634,438
25643,433
25649,432
25649,438
25650,438
25654,58
